title,status,image,chCount,vCount,rating,synopsis,genre
Sugar☆Family,Finished,https://media.kitsu.io/manga/poster_images/10261/large.jpg?1434271631,28,6,74.39,"Since Yuuka's mother died at an early age, Yuuka turned out to be the one taking care of her child-like father. Right before high school started, Yuuka's dad announced his remarriage with Satou Masami. Masami-san turned out to be a reliable, responsible person, so Yuuka finally thought she's off the hook. That is, until she finds out about her new older brother...
(Source: The Little Corner)","['comedy', 'school', 'shoujo-ai', 'romance']"
Kare no Barairo no Jinsei,Finished,https://media.kitsu.io/manga/poster_images/14463/large.jpg?1434281129,6,1,74.39,Continuation of the relationship between Komano and Natsuki from Ringo ni Hachimitsu.,"['yaoi', 'slice-of-life']"
Ability,Finished,https://media.kitsu.io/manga/poster_images/41038/large.jpg?1529436919,60,,74.38,"A world of supernatural where strong preys on weak. An Earth not just for humans... and a strange ability!

(Source: MU)",['none']
Gyakuten Saiban,Finished,https://media.kitsu.io/manga/poster_images/8323/large.jpg?1434267366,15,5,74.38,A series of extra cases based on the GBA and DS game series.,"['comedy', 'mystery', 'police', 'drama']"
Kurozakuro,Finished,https://media.kitsu.io/manga/poster_images/2305/large.jpg?1434254257,67,7,74.38,"This is the story of a wuss named Sakurai Mikito who one day swallows the creation of a creature called Zakuro and becomes an ""oni"", a superhuman creature with a taste for human flesh.  As Mikito is horrified by this change in his once-gentle nature, he decides to leave on a journey with an oni-hunter in order to discover a way to turn back to normal.","['supernatural', 'demons', 'action', 'adventure']"
Ibitsu na Koi no Seesaw Game,Finished,https://media.kitsu.io/manga/poster_images/47990/large.jpg?1533496229,5,1,74.38,"Inspector Sudou is known for always succeeding in retrieving the items stolen by the notorious thief Grey, a master of disguise, who is able to steal the goods even though he sends the police a notice on what he intends to steal beforehand. How is Sudou able to get the stolen items back from this evasive burglar?

","['comedy', 'yaoi']"
Haruyuki Bus,Finished,https://media.kitsu.io/manga/poster_images/14491/large.jpg?1434281194,16,4,74.37,"A boy riding on a bicycle is always observed from the bus at the same time of the day and the same place. One day, a girl happens to meet his gaze. Her eyes met his. Though it is a usual bus running everywhere, it is always carrying different feelings of passengers, such as painful love or one-sided love. 
[From Lovers-Dream]","['school', 'shoujo-ai', 'drama', 'romance']"
Sister Generator,Finished,https://media.kitsu.io/manga/poster_images/4482/large.jpg?1434258966,6,1,74.37,"Contains 6 short stories:
1. Kuzeinke Saidai no Shou (The Biggest Show of the Kuzein Family)
2. Seifuku wa Nugenai (Can't Take Off My Uniform)
3. Brigit no Bansan (Brigit's Supper)
4. Shizuru Cinema (Shizuru Film)
5. Kasou Senryaku Kagami-uchi (Lower Class Tactic: Kagami [mirror] move)
6. Emerald","['thriller', 'historical', 'slice-of-life', 'drama', 'adventure']"
Hajishirazu na Yoru,Finished,https://media.kitsu.io/manga/poster_images/4286/large.jpg?1434258544,6,1,74.37,"Collection of oneshots:
1) • Mikazuki no Kimi (You at the New Moon) -
Teruya has been in love with his teacher and local temple priest, Karou-sensei, since he was seven. But sensei just won't believe him! What will it take to get his attention?
- Bushido Angel Adventures
2) • Aisarete mo Inai (Not Loved) -
It's been twelve years since Detective Andou lost his leg in an accident saving punk kid Jurouta. Jurouta's cleaned up his act since then, but it hasn't diminished his guilt, or his feelings for Andou. But when teenager Takemura wanders into their lives, he upsets the delicate balance between the two men.
3) • Yawara Kana Onto (Gentle Warmth) -
A man with a fetish for teddy bear gets the surprise of a lifetime when he wakes up to another man who looks like one...
4) • Shameless Night
5) • Amai karada (Sweet Body) -
En has been with Ayumu-sama since he was a child, tempted with delicious cakes, and taking care of the disabled Ayumu-sama, heir to a great fortune. But Ayumu is capricious, and when his younger brother tries to ""borrow"" En, Ayumu chases poor En away. Can Ayumu live without En's sweet body?
- Bushido Angel Adventures
6) • Mikazuki no Kimi (You at the New Moon) -
Karou-sensei realizes that Teruya has gotten tall and strong, something that Teruya reminds him with with a quick flip. Accused of having lost his sweet & innocent charm, Teruya frets and wonders: did he lose all his appeal? (from - Bushido Angel Adventures",['yaoi']
Ne Ne Ne,Finished,https://media.kitsu.io/manga/poster_images/37991/large.jpg?1504563074,7,1,74.37,"Married off to a man more than twenty years her senior, Koyuki has no idea what her new life has in store for her. She's so in the dark, in fact, that she hasn't even seen her husband's face! But Koyuki isn't alone in fumbling through the intricacies of wedded bliss. Mask-donning Shin might have many years on his young wife, but as it turns out, he's just as naïve as she is!

Will this pair of innocents ever get past their awkwardness (and the age gap)?!

(Source: Yen Press)","['comedy', 'supernatural', 'slice-of-life', 'romance']"
Mikami-sensei no Aishikata,Ongoing,https://media.kitsu.io/manga/poster_images/26538/large.jpg?1434307305,,0,74.37,"The new public health doctor-teacher that has everyone talking about is my childhood friend. He, that is ranked ""elite"" in looks, body and intellect is actually a big pervert! He harasses me daily and is extremely overprotective. This has caused me to have no dating experience let alone a boyfriend and I am already in HIGH SCHOOL! But lately, why is this perverted person is causing my heart beating so fast? A funny comedy between an older assertive childhood friend and the girl that is determined to not fall for his trap!

(Source: Paper Dolls Project)","['comedy', 'school', 'romance']"
Kirai ja Nai kedo,Finished,https://media.kitsu.io/manga/poster_images/21718/large.jpg?1434297054,6,1,74.37,"Yukimura is the formidable VP of the student body. However, he has a past which he doesn't want to be discovered. The only person who knows about his secret is his childhood friend, Shinonome, the number-one problem student in the school! How far would Yukimura go to silence Shinonome!?
(Source: MU)","['school', 'yaoi']"
Ayanashi,Ongoing,https://media.kitsu.io/manga/poster_images/38939/large.jpg?1490405477,,,74.36,"Humanity now lives underground. The surface of the world is pitch black, and taken over by deadly monsters. The only people brave enough to venture to the surface to fight these monsters are the Ayanashi. In this story we meet Horo, an Ayanashi out for vengeance against the person who killed his brother.

Horo has always hated being around other people, but how will he cope now that he is all alone...?

(Source: MU)","['fantasy', 'drama']"
"Yami ni Tooboe, Mune ni Toge",Finished,https://media.kitsu.io/manga/poster_images/4307/large.jpg?1434258593,5,1,74.36,"The handsome17-year-old, Norito, who seems to bring bad luck to anyone to comes close to him, encounters Tengu Koma in form of a middle-aged man, Tengu Koma has been searching for the reincarnation of a lover from long ago.  Now that he has arrived, Koma does his best to protect his younger human lover against the dark forces that seem to haunt him. However, several other powerful youkai, among them Koma's brothers, also become aware of Norita's presence, and one-by-one begin to arrive as his doorstep.
[MAL]","['yaoi', 'fantasy']"
"Skill ""Daidokoro Shoukan"" wa Sugoi! ~Isekai de Gohan Tsukutte Point Tamemasu~",Finished,https://media.kitsu.io/manga/poster_images/55091/large.jpg?1567539968,11,2,74.36,"In another world, the skill I was bequeathed was――""Summon Kitchen""? Eh, what the heck is that?!

The Office Lady that got mixed up in a high school girl's summons to another word―Isarai Shiina.
Unlike the warm welcome given to the high school Saintess, Shiina is forced to live in a corner of the royal palace with her mysterious and newly obtained ""Summon Kitchen"" skill.
Apparently, using the skill to cook food amasses points, which can then be used to evolve the ""kitchen"".
'With nothing better to do, and things being what they are, I might as well work towards getting my glorious dream kitchen!' but, despite her enthusiasm, Shiina was told to keep the contents of her skill a secret by her guardian knight, Hurst.

(Source: MU)",['none']
Appleseed,Finished,https://media.kitsu.io/manga/poster_images/1510/large.jpg?1388320039,25,4,74.35,"It is the 22nd Century, the Third World War (2099-2126) has decimated a large part of Earth even though nuclear weapons have not been employed during the conflict. Old nations such as England, France and China have survived but have difficulty restoring their power. On the other hand, new nations and organizations such as the Sacred Republique of Mumna and the Poseidon Organization have been born on the ashes of the world resulting from the Third World War.
In this bleak future, we are introduced to ex-L.A. SWAT members Deunan Knute and Briareos Hecatonchires. Having survived the world conflict and living in a desolated city, they are found by a young woman called Hitomi who proposes them to follow her to the utopian city of Olympus which has become the world's most powerful organization and which registers the new relations in terms of politics, economics and military between new and old nations/organizations. In Olympus, they are integrated in the prestigious ESWAT (Extra Special Weapons And Tactics) organization, whose main mission is to protect Olympus from terrorist attacks and Olympus's interests in the world.
From here on, the two main protagonists encounter a great number of other characters and organizations who will be implicated in international plots that target Olympus.",['sci-fi']
I Don't Want This Kind of Hero,Finished,https://media.kitsu.io/manga/poster_images/4010/large.jpg?1434257941,301,0,74.35,"A hero who fights countless mythical creatures. A story of SPOON's remarkable efficiency!
(Source: MU)","['comedy', 'sci-fi', 'supernatural', 'sports', 'super-power', 'fantasy', 'action']"
Mahoutsukai to Koi no Biyaku,Finished,https://media.kitsu.io/manga/poster_images/5039/large.jpg?1434260159,1,0,74.34,"In this twist on familiar fairytale tropes, a persecuted wizard makes a love potion for a girl he saved several years ago.
(Source: MU)","['fantasy', 'shoujo-ai', 'drama', 'romance']"
Harigane Service,Ongoing,https://media.kitsu.io/manga/poster_images/26353/large.jpg?1434306902,,0,74.34,"Pinch server Shimodaira Kanna enters high school with the hopes of appearing regularly in volleyball matches even though he sucks at everything aside from serving. The club he enters has three other formidable first years. But that's not all, even the older members look like a strong team. Will he get his chance to shine?

(Source: Shoujo Sense Scanlations)",['sports']
KimiKiss: Various Heroines,Finished,https://media.kitsu.io/manga/poster_images/3667/large.jpg?1434257196,48,5,74.34,"These stories revolve around Kouichi Aihara. Every volume stars Kouichi and another girl who each share a romantic story.
Volume 1 = Mao and Kouichi
Volume 2 = Asuka and Kouichi
Volume 3 = Mitsuki and Kouchi
Volume 4 = Eriko and Kouichi
Volume 5 = Yuumi and Kouchi
Each story is seperate from each other.","['thriller', 'school', 'drama', 'romance', 'ecchi']"
Junai no Seinen,Finished,https://media.kitsu.io/manga/poster_images/12723/large.jpg?1434277226,5,1,74.34,"Kirishima Kaoru is the representative of the Fujido Groups while Daigo is a young executive of an American corporation. They are business colleagues by day and lovers by night. Although, Kaoru wishes that he could give up his job and indulge himself in sex with Daigo day and night! Unfortunately due to his deep-rooted insecurities, Kaoru continuously tests Daigo's affection through manipulations. And now, Kaoru's previous boss and lover, Ian, wants Kaoru back in his bed. Who will win in the struggle for power and love?","['yaoi', 'drama']"
Stop!! Hibari-kun!,Finished,https://media.kitsu.io/manga/poster_images/20805/large.jpg?1434295123,53,4,74.34,"A teenaged Kohsuka has now moved in the home of his mother's friend, because she had died a while back. Its just so happens that the Yakuza family has four beautiful daughters, but the one daughter, Hibari, thats more beautiful than the rest of the daughters is actually a boy. Hibari just can't keep his hands off Kohsuka and so their crazy yet happy lives go on.
(Source: ANN)","['comedy', 'sports', 'gender-bender', 'romance']"
Corsair,Finished,https://media.kitsu.io/manga/poster_images/20745/large.jpg?1434294977,20,3,74.33,"The Morea sea is controlled by a clan name Preveza, a clan which has lost all ties to any other country in the past three years. At this critical moment the leader of the armada, Ayace ""the devil killer"" Malik is foremost in ensuring Preveza's continued existence. Also among the major figures of Preveza is the strategist Canale, favoured by the ""princess"" of the clan, Aura. However the trouble fomenting due to Canale's mysterious past is soon to change both the relationship between Canale and Ayace and the future of the Preveza clan.
(Source: Mangafox)","['historical', 'yaoi']"
Kyoukaisenjou no Limbo,Finished,https://media.kitsu.io/manga/poster_images/19316/large.jpg?1490945074,27,2,74.33,"Fuu is a girl who was born between elf and human, and because of that she was treated as unwanted. Fuu leaves her hometown, and arrives at a place called ""Limbo"" - a world where a hybrids like Fuu gather. Day by day, interaction with the other residents let Fuu's heart and feelings grow.","['comedy', 'fantasy']"
Sensei Lock On! 2nd,Finished,https://media.kitsu.io/manga/poster_images/40788/large.jpg?1521932839,31,2,74.33,"Continuation of the awkward yet cute relationship between Kadokura Kyouko and her former student Yamato Kazuki.

(Source. MU)","['comedy', 'school', 'romance']"
Black Joke,Ongoing,https://media.kitsu.io/manga/poster_images/8085/large.jpg?1434266850,,0,74.33,"Japan is now the 51st state of the U.S.A..
The isle of Neon, located near Japan, is the only place where prostitution and gambling are legal. There, Italian Mafia, Chinese Triad and Yakuza fight each other to gain the control of casinos and brothels.","['comedy', 'thriller', 'drama', 'action']"
Battle Royale: Tenshi-tachi no Kokkyou,Finished,https://media.kitsu.io/manga/poster_images/5480/large.jpg?1441279880,9,1,74.32,"The Program is a brutal military experiment that pits junior high students against each other every year in a brutal battle to the death. Most of the students from Shiroiwa Junior High scatter as soon as they reach the remote island where they must participate in the latest round of the Program. But Yukie Utsumi and five of her friends lock themselves in the lighthouse, clinging to a desperate hope of survival. They all trust each other, but they also know that only one can survive the Battle Royale...

(Source: MU)","['thriller', 'dementia', 'game', 'horror', 'drama', 'action']"
Shirokuma Tensei: Mori no Shugoshin ni Natta zo Densetsu,Ongoing,https://media.kitsu.io/manga/poster_images/40137/large.jpg?1506350340,,,74.32,"After dying in a mountain climbing accident, a 28-year-old man finds that he is reincarnated in an alternate world... AS A POLAR BEAR. 

After taking a PAWS to get acquainted with his new body, the MC soon learns that he can fight better than aKUMA from Street Fighter after he BEARs witness to a beast girl being hunted by the army and gets ARCTICked off. The question is: is this new life a blessing, or a cURSUS MARITIMUS?

(Source: Batoto)","['comedy', 'fantasy', 'action']"
Hidoku Shinaide,Ongoing,https://media.kitsu.io/manga/poster_images/4096/large.jpg?1434258124,,0,74.31,"Volume 1:
1-2. Don't be Cruel, Please (Hidoku/Tsumetaku Shinaide)
3. After School Secret (Houkago no Himitsu, 放課後ヒミツ)
4. Love the Selfish, Too (Wagamama mo Aishite, ワガママを愛して)
5. Hindered by Underwear (Pantsu de Ojama, はんつでおジャマ♥)
6. Don't Take Off the Sailor Uniform, Please (Sailor Fuku wo Nuganaide, セーラー服を脱がさないで★)
Volume 2-3:
Deal with Maya and Nemugasa's developing relationship.
Volume 4?:
Concludes Maya and Nemugasa's relationship and deals with Jutta (Maya's cousin) and his relationship with his teacher.","['comedy', 'school', 'yaoi']"
Shark na Kanojo no Ryouiki,Finished,https://media.kitsu.io/manga/poster_images/55093/large.jpg?1567545579,8,1,74.31,"The girl in my class who is always sleeping is like a shark.

Sharp eyes like a shark,
Hair like a back fin,
A skirt that is way too long.

However, I want to get to know this shark-girl!

(Source: Mangadex)",['none']
Ito Junji Kyoufu Manga Collection - Kubi Gensou,Finished,https://media.kitsu.io/manga/poster_images/24356/large.jpg?1434302610,6,1,74.31,"The Ito Junji Kyoufu Manga Collection features themed one-shots from Junji Ito in Hontou ni Atta Kowai Hanashi mangazine. Volume 9.
1. Hallucinations
2. Bog of the Living Dead
3. Penpal
4. Intruder
5. Further Tales of Oshikiri
6. Further Tales of Oshikiri: The Wall","['supernatural', 'psychological', 'horror', 'drama']"
Saa Koi ni Ochitamae,Finished,https://media.kitsu.io/manga/poster_images/4623/large.jpg?1434259264,11,3,74.31,"Summary
Noboru seems to have rotten luck at school when it comes to girls, because they all have eyes for only Yuuki – the resident Prince Charming. Tall, dark, rich and handsome Yuuki seems to be the exact opposite of the poor, short and not very manly, Noboru. Because Noboru is from a poor family, he had to work extra hard just to get into this prestigious Seihou Academy – which is mainly reserved for the rich and elites of the society. Before admittance, it was a dream of Noburo to hook up with one of the rich girls at Seihou Academy, but his plans seems to have gone awry, specially when all the girls seems to not pay him much attention and dotes on Yuuki the most. But for some reason, why does this drop-dead, gorgeous hunk, Yuuki, seem to want to get close to him???
From Forever More:
Summary vol.02: The truth is, I think that I might already be caught in his trap. As usual, Yuuki's attacks are fierce,...and he's sometimes kind, and it's just the matter of a countdown until we have our happy end...I think that, too. But. But, well. He really is a rich kid, and I'm just an ordinary guy. The worlds we live in are different. Incidents happen to make me realize that again. Yuuki... are you going to go so far as to take away my pride?!
Summary vol.03: Yuuki's a snob, but he's also earnest and passionate. He's been courting me, and I've slowly fallen for him. He's my boyfriend now. My brothers have gotten attached to him too, and he jokes that he wants to marry me and join my family. But Kazushi-sempai doesn't like the thought of Yuuki being happy. He told Yuuki's older brother, who's living in America, about our relationship. His brother came back to Japan and told the two of us to break things off. Now Yuuki's rebelled against him and ran away from home...?
* Contains a oneshot called Pleasure Point in vol. 1:
Kubota is the only child of a massage parlour and hopes to enter that profession later in life. Using that as an excuse, Kubota insists on practicing his perverted massage techniques on his classmate Haigara. But when the massages start to become effective, Haigara's not sure what to think. And what's this about the pressure point connected to the heart? (from p-s)
(Source: Manga Fox)","['comedy', 'school', 'yaoi']"
Tsuki no Sango,Finished,https://media.kitsu.io/manga/poster_images/9691/large.jpg?1434270353,4,1,74.31,"The story takes place in approximately the year 3000, when humankind arrived at the peak of its civilization, but is loosing it's will to keep living. It follows a girl, called ""princess"" by those around her, living on a small island with a fifty person colony and a shinning coral reef. She is descendent of Moon people, and it focuses upon how her ancestor supposedly came to Earth.","['sci-fi', 'drama']"
Zombie Maria,Finished,https://media.kitsu.io/manga/poster_images/37911/large.jpg?1467859573,1,0,74.31,"True love isn't something you awaken to... but something closer to a nightmare...

(Source: Bato.to)","['comedy', 'supernatural', 'romance', 'zombies']"
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Finished,https://media.kitsu.io/manga/poster_images/2480/large.jpg?1434254650,67,12,74.3,"Shiina Tamai, an energetic sixth-grader, found a star-shaped creature on the seabed during her visit to her grandparents' house. She befriended it and found it has some supernatural powers, such as flying and incredible strength. However, what seemed like a dream may turn out to be her worst nightmare as she meets other kids who have similar creatures and dark, destructive desires...","['sci-fi', 'supernatural', 'psychological', 'thriller', 'horror', 'drama']"
The World Is Mine,Finished,https://media.kitsu.io/manga/poster_images/3021/large.jpg?1434255793,163,14,74.3,"Meet Mon, a violent killer faithful only to his own eruptive desires, and his timid companion Toshi, a demolition-devil with a fanatical thirst for destruction. Their killing-spree across Japan is destined to intersect the path of the enormous ""Higumadon"", a mysterious beast on a Godzilla-like rampage from Hokkaido to Tokyo.
(Source: KEFI)","['psychological', 'thriller']"
Hope,Finished,https://media.kitsu.io/manga/poster_images/17469/large.jpg?1476486485,22,6,74.3,"Hikari is an ordinary girl who can always be found in the corner of the classroom, drawing manga. After a fateful encounter, she dashes toward her dream!

The girls' battle begins now—through manga.

(Source: Phoenix Serenade Scans)

Included one-shot:
Volume 2: Mousou Girl","['shoujo-ai', 'drama']"
Tail Star,Finished,https://media.kitsu.io/manga/poster_images/12641/large.jpg?1434277046,,4,74.29,"Long ago, in the far reaches of space, there existed a world as pure and blue as the Earth. And on this world, there lived two ""Queens"" with the power to control it. When the world is thrown into chaos by one of those queens, a young boy and a young girl must stand up to challenge her for the sake of protecting all that they hold dear.","['comedy', 'supernatural', 'sports', 'martial-arts', 'fantasy', 'romance', 'action', 'adventure']"
I Love You yori Aishiteru,Finished,https://media.kitsu.io/manga/poster_images/35421/large.jpg?1593723147,5,1,74.29,"Kazumi Shinjou, who is a delinquent, and Risa Takaoka, who is a model student, become unexpected friends.

(Source: Yuri Project Scanlations)
Includes the one-shot: Onaka wo Sukasete Kaettekuru ne.",['none']
All Night Long,Finished,https://media.kitsu.io/manga/poster_images/47980/large.jpg?1533496226,5,1,74.29,"""Why don't you try it out?"" These were the words Akashi Noboru's friends uttered to him when he found out that a school hottie, Yagi Tomohiro, was gay. Noboru who was already contemplating the fact that he himself might be gay, egged on by what his friends said, makes the move.

","['school', 'yaoi']"
Chiyo-chan no Yomeiri,Finished,https://media.kitsu.io/manga/poster_images/35507/large.jpg?1434326602,3,1,74.29,,"['doujinshi', 'shoujo-ai', 'drama', 'romance']"
Sangen Tonari no Tooi Hito,Finished,https://media.kitsu.io/manga/poster_images/10725/large.jpg?1434272654,5,1,74.29,"What if you were to meet your childhood friend again after ten years of separation? This was exactly the case for Mitsuya, a recently transferred company executive who found out that the person living three doors down from his new apartment was none other than Noboru, his older's brother best friend... and his first love. As a young and brash middle schooler, Mitsuya had forcefully kissed Noboru and drove him away. Deeply regretting his action, he kept a tight lid on his feelings. But now, being with Noboru again is bringing all those heated memories back, as if they were never gone to begin with.","['yaoi', 'drama', 'romance']"
Brawling Go,Finished,https://media.kitsu.io/manga/poster_images/36633/large.jpg?1449324091,153,,74.28,"The main character Jae-Jin has problems getting an erection, but he gets a lucky opportunity that changes his life. Except this time, his boner won't go away? What is he supposed to do?

(Source: YoManga)","['comedy', 'supernatural', 'harem', 'romance', 'ecchi']"
Darling wa Namamono ni Tsuki,Finished,https://media.kitsu.io/manga/poster_images/5193/large.jpg?1434260479,40,8,74.28,"Setsuko, a daughter of a transsexual man who runs a cross-dressing host bar, meets, falls in love with and then marries the handsome Dr. Tanabe. Tanabe is normal, quiet and highly skilled at everything, while Setsuko is wildly different. Most of the series is comprised of the couple struggling first to have and then maintain their sex life and love each other. (This is definitely a series for 18+ however.)
(Source: ANN)","['comedy', 'romance']"
Gokupuri: Gokudou no Ouji-sama,Finished,https://media.kitsu.io/manga/poster_images/12930/large.jpg?1434277690,5,1,74.28,"A collection of one shots.
1. Gokudou no Oujisama (Gokupuri - The Hoodlem Prince)
2. Oujisama no Kaikata (Raising a Prince)
Rich Prince Zeroji, who has come to be continually bullied, is a peach? However Zeroji has lost his memory! Heheh! This is the chance for “revenge”! Look forward to Saijou Ayano's spirited romantic comedy!
3. Bishounen Shichihenge
Dumped by her boyfriend, Satuki is ready to hang herself. As she ties the rope and reflects on her life, some annoying boys start making a racket behind her! Can't a girl die in peace and quiet!? She yells at them and settles their scuffle to find an innocent fat boy left behind. He was being bullied and she had saved him. This surprisingly tall, chubby boy wants to repay her, so he will become handsome and attractive just like the model JK for her! And once he's handsome, he'll pretend to be her boyfriend to get back at her ex! But now that he's attractive, she's having strange feelings...is she falling for his new beautiful face or for the chubby boy inside?
4. Pet Katte Mimasen ka? (Won't you try to raise my pet?)
5. Motto Kikasete... (Let me ask more...)
(Source: MU edited)","['gender-bender', 'shoujo-ai', 'romance']"
D.N.Angel,Ongoing,https://media.kitsu.io/manga/poster_images/247/large.jpg?1434249919,,0,74.28,"Daisuke Niwa is an ordinary, if slightly unlucky, middle school student. On his fourteenth birthday, he comes down with a 'condition' that has plagued the men in his family for three hundred years. When he sees his crush, Risa, he transforms into his alter ego, the phantom thief Dark Mousy. Unfortunately, when Dark Mousy sees his crush, Risa's twin Riku, he transforms back into Daisuke. The only cure for this craziness is if Daisuke can get Risa to fall in love with him ... 
(Source: Tokyopop)
Included one-shots: Ou Magake Again, Namaiki no N, Kannoke wa Kanaianzen","['comedy', 'supernatural', 'fantasy', 'romance', 'crime']"
If You Hate Me So,Finished,https://media.kitsu.io/manga/poster_images/54649/large.jpg?1557698164,50,,74.28,"Minjae's quiet life turns upside down when he walks in on Hyung-jo masturbating to Jinhan. sleeping in the student lounge. Hyung-jo threatens Minjae to keep the incident a secret and to keep his distance from Jinhan., whom he has a crush on. Minjae soons finds himself in a twisted love triangle he also develops a crush for Jinhan, but at the same time... feels an unexplainable attraction to Hyung-jo.

(Source:MU)",['none']
Yajirobee,Finished,https://media.kitsu.io/manga/poster_images/20971/large.jpg?1434295471,11,2,74.27,"Haru has been living with her stepfather, Seiji, ever since she lost her mother at a young age. However, on the heels of Seiji's grandfather's funeral and with news that their apartment is scheduled to be demolished, she begins to take a fresh look at her circumstances. 
(Source: Stiletto Heels)","['slice-of-life', 'drama']"
Global Martial Arts,Ongoing,https://media.kitsu.io/manga/poster_images/56243/large.jpg?1588347061,,,74.27,"Rebirth is just a starting point from reaching the peak. Intruding crypt, the rise of martial arts

(Source: MangaDex)",['none']
Help!!,Finished,https://media.kitsu.io/manga/poster_images/8265/large.jpg?1434267235,7,1,74.26,"Kousaka Shin's ultimate dream is to become a doctor. So despite the facts that she is a cry baby, a coward, has a baby face, and only has an A cup--she is much more passionate about persuing her goals than others. One day her teacher, Abe-sensei, tells her she is not fit to be a doctor. From then on, a battle between them begins. There's an added twist! Abe-sensei and Shin are neighbors! Now, her journey to becoming a doctor will be even more difficult than imagined!","['shoujo-ai', 'drama', 'romance']"
Yaghyonjaneun Donggeojung,Finished,https://media.kitsu.io/manga/poster_images/40855/large.jpg?1523984019,130,,74.26,"His fiancee lost her parents so she will be living with the Hyeons, but Sang-Won is a middle school student and the fiancée is a 24 year old adult!? Sang-Won tries to deny that his fiancée is 9 years older than him, but seeing that she does not act her age, he then feels comfortable around her. His fiancée seems kind and innocent on the outside, but on the inside...

(Source: MU)",['none']
Love Letter,Finished,https://media.kitsu.io/manga/poster_images/55043/large.jpg?1566814614,1,,74.26,"This story begins in the paradise/heaven, where souls, before being born, can choose their mothers. The protagonist notice a girl who has run away from home, and he decides to down to earth and become her son.

(Source: Valhalla Scanlation)",['none']
Trigun: Multiple Bullets,Finished,https://media.kitsu.io/manga/poster_images/24149/large.jpg?1434302172,8,1,74.26,"A Trigun anthology, including:Trigun Badlands Rumble, Trigun: Rising, Trigun: The Lost Plant
(Source: MU)","['comedy', 'sci-fi', 'drama', 'action', 'adventure']"
Nakanmon!,Finished,https://media.kitsu.io/manga/poster_images/18836/large.jpg?1434290875,16,4,74.26,"Hirahara Tsukasa just moved to Tokyo from Hiroshima, and she's late on her first day of school because she misses the bus. But this leads to a chance encounter with four other people in her class, and somehow, the five of them became friends?
Crybaby Tsukasa, the sharp-tongued yet soft-hearted Himeno, the understanding Ichihara, as well as Agatsuma and Onda… these five different personalities come together to create a youthful school life story—
(Source: Day of the River)","['comedy', 'school', 'shoujo-ai', 'romance']"
Boukenou Beet,Finished,https://media.kitsu.io/manga/poster_images/2904/large.jpg?1434255531,47,12,74.26,"It's the Century of Darkness where monsters known as Vandels rule the world, and the Vandel Busters are the only ones who can fight them. When a group of Busters are killed in battle, they pass on their magic Saiga weapons to Beet, making him the strongest Buster ever. But Beet won't just fight the Vandels--he wants to destroy them and finally end the Century of Darkness.
(Source: Viz)","['supernatural', 'sports', 'fantasy', 'action', 'adventure']"
Digimon Adventure: V-Tamer 01,Finished,https://media.kitsu.io/manga/poster_images/14165/large.jpg?1453935445,58,9,74.25,"In this universe, Taichi is involved in a V-Pet tournament, where he is told he cannot play because the Digimon in his V-Pet isn't recognized as being a real Digimon. However, after the tournament is over, Taichi plays the winner of the tournament, a boy named Neo Saiba, and their battle ends in a tie - something that is supposed to be impossible. Later, Taichi is summoned to the Digital World by a digimon called Lord HolyAngemon, and there he meets the mysterious Digimon in his V-Pet, Zeromaru the Veedramon. (Source: Wikipedia)
Volume three contains ""C'Mon Digimon,"" a pilot manga of sorts.","['comedy', 'sports', 'action', 'friendship', 'adventure']"
Zero no Tsukaima Chevalier,Finished,https://media.kitsu.io/manga/poster_images/14690/large.jpg?1434281624,27,4,74.25,"While on the way to visit the Princess of Tristain for her upcoming marriage to the King of Germania, war broke out. Because of the upcoming marriage, Conquista joined forces with Albion, declared war and began their invasion of Tristain. While drowning in despair over the disparity in military strength, Louise, by chance, got on board the Zero Fighter piloted by Saito. Her ability to use the legendary magic lineage ""Void"" awoke and she single-handedly ensured the triumph of Tristain over the army of Albion. And so we continue on from there to their next scene of battle. (Source: BU)","['comedy', 'magic', 'thriller', 'school', 'romance', 'action', 'ecchi']"
Tonari no Hijiri-kun,Ongoing,https://media.kitsu.io/manga/poster_images/17160/large.jpg?1434287074,4,1,74.25,"A collection of 4 cute school life romance stories about first loves:
1. Tonari no Hijiri-kun -
This is a tale about a girl named Megumi, and two brothers who are as different as night and day. Add a bit of tennis and there you go.
2. Dakishi Metai!! -
Mirai's family had a tragic accident and so since he was young he went to live with an older girl, Hanoka. After years of being raised together, will Hanoka give him his own space?
3. Help! -
A continuation of story 2. Things are still awkward between Hanoka and Mirai. Are they siblings? Are they a couple? And what happens when another girl takes an interest in Mirai?
4. Sensei no Himitsu -
Top student Kyouko is given the task of tutoring Jin, a stubborn and lazy boy. The first thing Jin tells her is to just take the money and go home. But when Kyouko persists Jin makes an offer: if he scores in the top thirty Kyouko must never see him again!
(Source: MangaTraders)","['shoujo-ai', 'drama', 'romance']"
