title,status,image,chCount,vCount,rating,userCount,synopsis,genre
,,,,,,,,
Kemono Jihen,ongoing,https://media.kitsu.io/manga/poster_images/38893/large.jpg?1490161795,,,80.46,717,"Kemono Jihen is about a boy known as Dorota-bou who is avoided by the people who surround him, and Inugami, a detective who specializes in the occult. The story begins with Inugami arriving at the boy's town to investigate a case where many cattle are dying and their bodies rot in just one night.

(Source: Manga Tokyo)","['supernatural', 'action']"
,,,,,,,,
Koimonogatari,ongoing,https://media.kitsu.io/manga/poster_images/36505/large.jpg?1604014827,,,80.46,638,"When Yuiji overhears his classmate Yamato confessing to a friend that he's gay, he does his best not to let prejudice color his view, but still finds himself overthinking things. He especially notices the way Yamato looks at one particular boy: Yuiji's own best friend. Even though he tries not to get involved, watching Yamato's one-sided love draws Yuiji in in a way he never expected. At first, he’s fueled by empathy, knowing that Yamato’s love interest is straight. But as his own friendship with Yamato deepens, Yuiji realizes how much he's come to care for his new friend. He just wants Yamato to be happy... and to be able to express his true self. (Source: Tokyopop)","['school', 'shounen-ai', 'slice-of-life', 'drama']"
,,,,,,,,
Kino no Tabi: The Beautiful World,ongoing,https://media.kitsu.io/manga/poster_images/904/large.jpg?1497027359,,0,80.46,978,"Destination is a state of mind. A tale of one person and their bike and the road ahead. Kino wanders around the world on the back of Hermes, their unusual, anthropomorphic motorcycle, only staying in each country for three days. During their adventures, they find happiness, sadness, pain, decadence, violence, beauty, and wisdom. But through it all, they never lose their sense of freedom. They discover that because of the world's imperfections, is is actually a thing of beauty. ""The world is not beautiful, therefore it is.""

(Source: Tokyopop)","['sci-fi', 'mystery', 'psychological', 'fantasy', 'drama', 'adventure']"
,,,,,,,,
Tennis no Ouji-sama,finished,https://media.kitsu.io/manga/poster_images/128/large.jpg?1471880507,380,42,80.45,1375,"Ryoma Echizen just joined the Seishun Academy's tennis team, which is known for being one of the most competitive teams in Japan. Its members are incredibly talented, gifted, and athletic. With rigorous and extremely intense practices, the upperclassmen of the team expect the very best from themselves and they expect even more from the new members of the team. While most of the freshmen are on pins and needles hoping they won't get cut from the team, Ryoma Echizen is confident, cool, and collected. Some might even say he's cocky, but at least he's got the skills to back up his attitude. With his virtually unreturnable ""twist serve,"" Ryoma is sure to make the starting team. Join Ryoma and the other first years, as they train hard, make friends, and try to find a place for themselves on the team. And meet Ryoma's cute but chronically shy classmate Sakuno Ryuzaki. She's got a big crush on Ryoma, but will he ever notice her? Ryoma Echizen is the Prince of Tennis. He may be ready for the Seishun Academy tennis team, but are THEY ready for HIM? 
(Source: Viz)Note: The total chapter count includes 379 chapters for the original manga and 1 chapter entitled ""Chapter 0.""  This totals 380.  Please do not change the chapter count.","['comedy', 'sports', 'school', 'action']"
,,,,,,,,
Tennis no Ouji-sama,finished,https://media.kitsu.io/manga/poster_images/128/large.jpg?1471880507,380,42,80.45,1375,"Ryoma Echizen just joined the Seishun Academy's tennis team, which is known for being one of the most competitive teams in Japan. Its members are incredibly talented, gifted, and athletic. With rigorous and extremely intense practices, the upperclassmen of the team expect the very best from themselves and they expect even more from the new members of the team. While most of the freshmen are on pins and needles hoping they won't get cut from the team, Ryoma Echizen is confident, cool, and collected. Some might even say he's cocky, but at least he's got the skills to back up his attitude. With his virtually unreturnable ""twist serve,"" Ryoma is sure to make the starting team. Join Ryoma and the other first years, as they train hard, make friends, and try to find a place for themselves on the team. And meet Ryoma's cute but chronically shy classmate Sakuno Ryuzaki. She's got a big crush on Ryoma, but will he ever notice her? Ryoma Echizen is the Prince of Tennis. He may be ready for the Seishun Academy tennis team, but are THEY ready for HIM? 
(Source: Viz)Note: The total chapter count includes 379 chapters for the original manga and 1 chapter entitled ""Chapter 0.""  This totals 380.  Please do not change the chapter count.","['comedy', 'sports', 'school', 'action']"
,,,,,,,,
Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,finished,https://media.kitsu.io/manga/poster_images/2236/large.jpg?1597699542,22,5,80.45,601,"Time holds little meaning for Beatrice the Millennial Witch. Replaying the events leading up to the Golden Banquet again and again only gives her more opportunity to play with her new favorite toy, Battler Ushiromiya. The boy's will to resist the witch remains strong as the curtain rises for a third time on the Ushiromiya family's annual reunion. But as Beatrice pulls more and more players into the game, the strain on Battler's defenses is evident. Do the other members of his family hold the key to solving the witch's riddle and sealing her defeat?! 

(Source: Yen Press)","['mystery', 'magic', 'psychological', 'horror', 'drama']"
,,,,,,,,
Gouhou Yuri Fuufu Hon,finished,https://media.kitsu.io/manga/poster_images/27428/large.jpg?1434309278,8,1,80.44,358,"In a country far far away, the inhabitants are very similar to humans but the two distinct differences are their animal ears and their acceptance of same-sex marriage. 25-year-old Haru never had time to think of romance once her father suddenly died. Now that she is the last of her mother's unwed daughters, her uncle proposes an arranged marriage between her and a beautiful woman. Haru accepts and the two are rushed through the ceremony. Now, they find themselves married to a stranger and adjusting to a new life as a married couple. Becoming closer, learning about one another, and falling in love...","['doujinshi', 'fantasy', 'shoujo-ai', 'romance']"
,,,,,,,,
"Tadaima, Okaeri",ongoing,https://media.kitsu.io/manga/poster_images/40800/large.jpg?1522252435,,,80.44,225,"Fujiyoshi Masaki who is a stay-at-home spouse and his husband Hiromu who is an office worker, along with their son Hikari who is almost two years old will have to face little by little the everyday situations. Through sad and happy moments. Conveying, in turn, its sweet family atmosphere.

(Source: Sentimiento Yaoi Scans)","['yaoi', 'slice-of-life']"
,,,,,,,,
Gouhou Yuri Fuufu Hon,finished,https://media.kitsu.io/manga/poster_images/27428/large.jpg?1434309278,8,1,80.44,358,"In a country far far away, the inhabitants are very similar to humans but the two distinct differences are their animal ears and their acceptance of same-sex marriage. 25-year-old Haru never had time to think of romance once her father suddenly died. Now that she is the last of her mother's unwed daughters, her uncle proposes an arranged marriage between her and a beautiful woman. Haru accepts and the two are rushed through the ceremony. Now, they find themselves married to a stranger and adjusting to a new life as a married couple. Becoming closer, learning about one another, and falling in love...","['doujinshi', 'fantasy', 'shoujo-ai', 'romance']"
,,,,,,,,
Sasayaku You ni Koi wo Utau,ongoing,https://media.kitsu.io/manga/poster_images/55421/large.jpg?1571737056,,,80.44,394,"Himari fell in love with the band and Sakura at the new student welcome party when the band performedl.
Himari talked to Sakura, and she fell in love with her smile.

(Source: MU)",['none']
,,,,,,,,
Dead Dead Demon's Dededededestruction,ongoing,https://media.kitsu.io/manga/poster_images/25290/large.jpg?1452427569,,0,80.44,2508,"Large mysterious alien ships have been looming above Japanese towns for three years, filling the sky. Everything changed three years ago. And yet, nothing has changed.

No weapon used against the invaders' ships had any success, beyond destroying part of japan and leaving its economy in shambles. JSDF is fighting a guerrilla battle against the aliens all over Japan. America is joining the ""war"" effort with more aggressive tactics, dividing Japan over the pacifist principle laid out in Art9. of their constitution.

But this may just be the mundane story of young middle schoolers.

""No matter what happens, I won't back down. At least not until this world filled with lies and deceit crumbles away. (...) The real threat to humankind is not invaders, but me.""

(Source: MU)","['comedy', 'sci-fi', 'school', 'slice-of-life', 'drama']"
,,,,,,,,
"Tada, Kimi wo Aishiteru",ongoing,https://media.kitsu.io/manga/poster_images/18775/large.jpg?1434290736,4,1,80.43,315,"Falling in love leads to death. On the day of university entrance ceremony, Makoto met Shizuru, who was then a child-like girl with very big eyes. While secretly in love with his classmate Miyuki, Makoto develops a close relationship with Shizuru.
(Source: Amazon)","['school', 'slice-of-life', 'romance', 'cars']"
,,,,,,,,
Kanojo-tachi wa Kataranai,finished,https://media.kitsu.io/manga/poster_images/39851/large.jpg?1501399538,59,,80.43,190,"No words needed to convey all of the feelings I harbor for you.

(Source: MU)",['none']
,,,,,,,,
Tate no Yuusha no Nariagari,ongoing,https://media.kitsu.io/manga/poster_images/25524/large.jpg?1436990483,,0,80.42,8071,"Naofumi Iwatani, an uncharismatic Otaku who spends his days on games and manga, suddenly finds himself summoned to a parallel universe! He discovers he is one of four heroes equipped with legendary weapons and tasked with saving the world from its prophesied destruction. As the Shield Hero, the weakest of the heroes, all is not as it seems. Naofumi is soon alone, penniless, and betrayed. With no one to turn to, and nowhere to run, he is left with only his shield. Now, Naofumi must rise to become the legendary Shield Hero and save the world!

(Source: One Peace)","['fantasy', 'drama', 'action', 'adventure']"
,,,,,,,,
Tate no Yuusha no Nariagari,ongoing,https://media.kitsu.io/manga/poster_images/25524/large.jpg?1436990483,,0,80.42,8071,"Naofumi Iwatani, an uncharismatic Otaku who spends his days on games and manga, suddenly finds himself summoned to a parallel universe! He discovers he is one of four heroes equipped with legendary weapons and tasked with saving the world from its prophesied destruction. As the Shield Hero, the weakest of the heroes, all is not as it seems. Naofumi is soon alone, penniless, and betrayed. With no one to turn to, and nowhere to run, he is left with only his shield. Now, Naofumi must rise to become the legendary Shield Hero and save the world!

(Source: One Peace)","['fantasy', 'drama', 'action', 'adventure']"
,,,,,,,,
Maoyuu Maou Yuusha,finished,https://media.kitsu.io/manga/poster_images/21762/large.jpg?1434297152,63,5,80.41,379,"After a long and treacherous journey, our Hero finally arrives at the Dark Lady’s castle only to find himself being asked for help. The Hero explains how the war that the demons have brought upon the humans have killed thousands and put more in misery. The queen of demons however argues that this war has made the human society band together as one and showed empirical evidence how it has increased population, increased production, boosted economy and improved society overall. Furthermore, she explains to the Hero that ending this war will result in a civil war that will produce more bloodshed than there ever was. The Hero, convinced that the only way to bring peace, relatively speaking, is to join forces with the Dark Lady, agrees to help with her plans!
(Source: MU)","['demons', 'fantasy', 'romance', 'action', 'adventure']"
,,,,,,,,
Honey Blood,finished,https://media.kitsu.io/manga/poster_images/52088/large.jpg?1533498212,85,2,80.4,170,"When the daughter of a shaman gets ""strung up"" with a centuries-old vampire, is it love or something more sinister that binds them?
","['comedy', 'school', 'fantasy', 'romance']"
,,,,,,,,
"Kumo desu ga, Nani ka?",ongoing,https://media.kitsu.io/manga/poster_images/37174/large.jpg?1492464463,,0,80.38,537,"The world where the Hero and the Demon King continue to oppose each other. The grand magic from the Hero and the Demon King cross over worlds and exploded in the classroom of a certain high school.

The students who died in the explosion will be reincarnated in a different world. The protagonist, who has the lowest reputation in the class, was reincarnated into a spider. Nevertheless, she adapted quickly to the present condition with strong willpower.

This is a story of she who has become a spider trying whatever she can to live.

(Source: MU)","['comedy', 'fantasy', 'adventure']"
,,,,,,,,
Shingetsutan Tsukihime,finished,https://media.kitsu.io/manga/poster_images/1576/large.jpg?1439487529,74,10,80.37,1912,"Shiki Tohno sustained a life threatening injury as a child, and due to that incident he was sent away from the Tohno household and was given to a relative to be raised. Years later, when Shiki is in high school, the head of the Tohno household—his father—dies, and he is ordered to move back in by his sister Akiha, who is the new head of the household. However, Shiki holds a huge secret. Ever since that injury, he has been seeing lines on objects, and only with a special pair of glasses is he able to stop seeing them. Also he is unable to remember anything well from the time before his accident. The day he moves back to the Tohno household is the day he stumbles upon a woman named Arcueid Brunstud and decapitates her with one stab of his knife in a temporary fit of insanity. When she suddenly showed up beside him later alive and well, and ask him to be her bodyguard, Shiki's journey to unravel the mysteries of his past begins.

(Source: ANN)","['supernatural', 'thriller', 'vampire', 'horror', 'romance', 'action']"
,,,,,,,,
No Game No Life,ongoing,https://media.kitsu.io/manga/poster_images/5923/large.jpg?1439401259,,,80.37,1938,"The internet is full of rumors about the Neet and Hikikomori genius gamer siblings Sora and Shiro. The two go as far as to refer to the world as a ""shit game"", but then one day a young man calling himself ""God"" summons them to a parallel universe. There, God has forbidden war, and ""everything is to be settled with games"". Yes, even the national borders. Driven into a corner by other species, the 'human species' is down to its last city. Can Sora and Shiro, these related failures of society, become the saviors of humankind in this parallel world?

(Source: MU)","['comedy', 'supernatural', 'fantasy', 'ecchi', 'adventure']"
,,,,,,,,
Diamond no Ace,finished,https://media.kitsu.io/manga/poster_images/20700/large.jpg?1472037736,412,47,80.36,1243,"It is a manga of high school baseball. The main character, who is a pitcher from a country high school, accidentally gets teamed up with a catcher from a school with an elite baseball team. He decides to quit his school to attend the school that this catcher plays.

(Source: ANN)","['comedy', 'sports', 'school']"
,,,,,,,,
Aitsu no Daihonmei,ongoing,https://media.kitsu.io/manga/poster_images/25079/large.jpg?1434304154,,0,80.36,603,"Yoshida's poor popularity and constant teasing are caused by his unfortunate looks. He's short, scrawny, and is infamous for his almond-shaped eyes and the evident scar which plagues his left cheek. Just when Yoshida's school life continues to spiral down, Satou, the school's celebrity, confesses his love for him! But this is not good news at all when Yoshida assumes the worst in Satou since it's tough to trust those of high social status. With the help of both old and new friends, uncovering past memories, and the life-saving sound of the school bell, will Yoshida ever escape his bitter charades to his true sweet and friendly side?
Aitsu no Daihonmei breaks every rule in the romance handbook in the name of mixed signals, shared memories, and the sweet surrender of after school liaisons! Satou's feelings are crystal clear as Yoshida struggles in concealing his true colors. Blast off to the crazy adventures of Yoshida and Satou as the fruits of their labor grow of both their relationship, and of themselves as well.A few one shots are included, unrelated to the main story.
(Source: Alipio)","['comedy', 'school', 'shounen-ai', 'yaoi']"
,,,,,,,,
Diamond no Ace,finished,https://media.kitsu.io/manga/poster_images/20700/large.jpg?1472037736,412,47,80.36,1243,"It is a manga of high school baseball. The main character, who is a pitcher from a country high school, accidentally gets teamed up with a catcher from a school with an elite baseball team. He decides to quit his school to attend the school that this catcher plays.

(Source: ANN)","['comedy', 'sports', 'school']"
,,,,,,,,
Zense Coupling,finished,https://media.kitsu.io/manga/poster_images/57233/large.jpg?1598464615,61,7,80.35,84,"Even if my age and position have changed, my feelings for you will never change! A romantic comedy featuring four couples who've been reincarnated, having been given a second chance at love after being driven apart the first time around.(Source: Komorebi Scanlations)",['none']
,,,,,,,,
Saikyou Densetsu Kurosawa,finished,https://media.kitsu.io/manga/poster_images/7924/large.jpg?1434266495,90,11,80.35,1246,"44 years old, single, working in a construction company for his entire life. All Kurosawa wants is a little respect from his co-workers. And a little popularity won't hurt. Unfortunately Kurosawa's plans fail miserably from time to time and  one day, he finds himself right in the middle of a fight against...delinquent  middle schoolers?","['comedy', 'psychological', 'thriller', 'drama', 'action']"
,,,,,,,,
Ao no Flag,finished,https://media.kitsu.io/manga/poster_images/38882/large.jpg?1494867907,54,8,80.34,1208,"The ""youth pure love"" story begins when three students in their third and final year of high school meet during a time when they are worried about paths for their futures. Waiting for them are sweet, painful, and heartrending days.

(Source: ANN)","['school', 'drama', 'romance']"
,,,,,,,,
Feng Qi Cang Lan,ongoing,https://media.kitsu.io/manga/poster_images/39193/large.jpg?1492917381,,,80.34,201,"When playing a virtual reality game called Cang Lan, Xiao Wan gets pushed off a cliff. She ends up in another game world. What will happen to Xiao Wan?

(Source: Silver Leaf Scans)","['comedy', 'supernatural', 'fantasy', 'romance', 'action']"
,,,,,,,,
Ao no Flag,finished,https://media.kitsu.io/manga/poster_images/38882/large.jpg?1494867907,54,8,80.34,1208,"The ""youth pure love"" story begins when three students in their third and final year of high school meet during a time when they are worried about paths for their futures. Waiting for them are sweet, painful, and heartrending days.

(Source: ANN)","['school', 'drama', 'romance']"
,,,,,,,,
Beatrice,ongoing,https://media.kitsu.io/manga/poster_images/54980/large.jpg?1565543390,,,80.32,282,"As the Kingdom of Elpasa fell before the blade of the Empire's greatest hero, in order to survive, Princess Beatrice assumed the guise of 'Chloe', a slave. But then, she caught the eye of that very same hero...

(Source: MU)",['none']
,,,,,,,,
High School DxD,finished,https://media.kitsu.io/manga/poster_images/18650/large.jpg?1438695786,240,0,80.32,2049,"Hyoudou Issei could be called the most perverted high school student ever, however he happens to be one of the most unlucky guys when it's about girls. One day he's asked out by a girl named Yuuma Amano, but at the end of the date he's killed by her - where she reveals her true identity, the Fallen Angel Raynare. Later on he's resurrected by the High class Devil Rias Gremory as her ""Pawn"". He then finds out the truth of Devils and joins the same club Rias founded. ","['comedy', 'supernatural', 'school', 'demons', 'harem', 'fantasy', 'romance', 'ecchi']"
,,,,,,,,
Yumemiru Taiyou,finished,https://media.kitsu.io/manga/poster_images/19117/large.jpg?1494972355,53,10,80.32,1219,"Shimana Kameko lives in a home where she feels she doesn’t belong. Her mother is dead, her father has remarried, and her six-month-old baby brother takes up everyone’s attention. Kameko skips school and runs away to a nearby park, where she literally stumbles over a mysterious man in a kimono. The stranger, Fujiwara Taiga, offers Kameko a place to stay—on three conditions. The first condition is that Kameko tell him why she ran away from home. The second is that she fetch the stranger’s lost apartment key (he is locked out!). The third condition is…to have a dream. Kameko meets the conditions, moves in, and begins a journey of romance and self-discovery.

(Source: Seven Seas Entertainment)","['slice-of-life', 'romance']"
,,,,,,,,
Beatrice,ongoing,https://media.kitsu.io/manga/poster_images/54980/large.jpg?1565543390,,,80.32,282,"As the Kingdom of Elpasa fell before the blade of the Empire's greatest hero, in order to survive, Princess Beatrice assumed the guise of 'Chloe', a slave. But then, she caught the eye of that very same hero...

(Source: MU)",['none']
,,,,,,,,
Fushigi Yuugi: Genbu Kaiden,finished,https://media.kitsu.io/manga/poster_images/2025/large.jpg?1434253671,40,12,80.31,798,"Takiko Okuda is a strong-willed girl living in the Taisho Era. She needs to be strong -- Oosugi, the one man she's ever loved, is a married man; her mother is terminally ill; and her father, Einosuke, has not been home in over a year. When at last Einosuke returns, it's with a notebook full of Chinese scribblings that seem more important to him than the death of his wife. Furious, Takiko steals away his completed translation -- ""The Universe of the Four Gods"" -- with the intention of tearing it to shreds, but the instant she opens it, she's surrounded by light... And it is said that this is how the legend of the Priestess of Genbu began. 
(Source: ShoujoMagic)Included one-shot:
Volume 6: Ayashi no Ceres Gaiden","['historical', 'gender-bender', 'fantasy', 'shoujo-ai', 'drama', 'romance', 'adventure']"
,,,,,,,,
Warikitta Kankei desukara.,ongoing,https://media.kitsu.io/manga/poster_images/55965/large.jpg?1582896363,,,80.3,124,"Kaburagi Aya, a highschool student who is at the bottom of the school caste, and Kurosaki Sei, a teacher who was oppressed by a trauma from the past, get to know each other through a dating app. With ulterior motives from both side, the relationship between them gets distorted gradually...

(Source: Japanese Publisher, translated)",['none']
,,,,,,,,
Charlotte,finished,https://media.kitsu.io/manga/poster_images/36479/large.jpg?1440691257,45,6,80.3,735,"Very few adolescent boys and girls have an onset of special abilities. Yuu Otosaka uses his ability unbeknownst to others in order to lead a satisfying school life. And then, a girl named Nao Tomori suddenly appears before him. Their encounter reveals the destiny for wielders of special abilities.

(Source: Official website)

Note: Volume 4 contains chapter 25.5.
Volume 6 contains an epilogue.
","['super-power', 'school']"
,,,,,,,,
Shadows House,ongoing,https://media.kitsu.io/manga/poster_images/54545/large.jpg?1597699421,,,80.3,255,"Faceless shadow nobles living in a vast mansion, attended by living dolls who spend much of their time cleaning up the soot endlessly emitted by their mysterious masters.

Follow the story of Emilyko, a young and cheerful living doll, as she learns her duties serving as the attendant for Kate Shadow-sama.

(Source:MU)",['none']
,,,,,,,,
To Love Your Enemy,ongoing,https://media.kitsu.io/manga/poster_images/57232/large.jpg?1598381549,,,80.3,92,"Having mastered the art of lying her way through life, Yeonhee Bae has vowed to leave her past behind and make a fresh start for herself by going to college at 24. But when she runs into someone who knows a secret from her past that could completely ruin her reputation, her hopes for a perfect life suddenly start to crumble. Amidst college gossip, crushes, and jealousy, can the two set aside their differences and embrace each other for who they really are?(Source: Webtoons)",['none']
,,,,,,,,
Charlotte,finished,https://media.kitsu.io/manga/poster_images/36479/large.jpg?1440691257,45,6,80.3,735,"Very few adolescent boys and girls have an onset of special abilities. Yuu Otosaka uses his ability unbeknownst to others in order to lead a satisfying school life. And then, a girl named Nao Tomori suddenly appears before him. Their encounter reveals the destiny for wielders of special abilities.

(Source: Official website)

Note: Volume 4 contains chapter 25.5.
Volume 6 contains an epilogue.
","['super-power', 'school']"
,,,,,,,,
Crimson Karma,ongoing,https://media.kitsu.io/manga/poster_images/56203/large.jpg?1586725317,,,80.27,336,"Kasiya Del Roman is a soldier crafted to become an assassin. She lost her human emotions long ago and lived her life as a simple tool, just to be thrown away in her final moments. She couldn’t even die a proper death as she opened her eyes to a battlefield of a different world. Will she live the same life she did in her original world

(Source: MangaDex)
",['none']
,,,,,,,,
Crimson Karma,ongoing,https://media.kitsu.io/manga/poster_images/56203/large.jpg?1586725317,,,80.27,336,"Kasiya Del Roman is a soldier crafted to become an assassin. She lost her human emotions long ago and lived her life as a simple tool, just to be thrown away in her final moments. She couldn’t even die a proper death as she opened her eyes to a battlefield of a different world. Will she live the same life she did in her original world

(Source: MangaDex)
",['none']
,,,,,,,,
Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Subarashii Sekai ni Bakuen wo!,finished,https://media.kitsu.io/manga/poster_images/37060/large.jpg?1492568304,15,3,80.27,311,A spin-off of Kono Subarashii Sekai ni Shukufuku wo! that focuses on Megumin and Yunyun taking place before their respective appearances in the main series.,"['comedy', 'supernatural', 'fantasy']"
,,,,,,,,
Oshi no Ko,ongoing,https://media.kitsu.io/manga/poster_images/56391/large.jpg?1607346560,,,80.26,427,"Sixteen-year-old Ai Hoshino is a talented and beautiful idol who is adored by her fans. She is the personification of a pure, young maiden. But all that glitters is not gold.

Gorou Honda is a countryside gynecologist and a big fan of Ai. So when the pregnant idol shows up at his hospital, he is beyond bewildered. Gorou promises her a safe delivery. Little does he know, an encounter with a mysterious figure would result in his untimely death—or so he thought.

Opening his eyes in the lap of his beloved idol, Gorou finds that he has been reborn as Aquamarine Hoshino—Ai's newborn son! With his world turned upside down, Gorou soon learns that the world of showbiz is paved with thorns, where talent does not always beget success. Will he manage to protect Ai's smile that he loves so much with the help of an eccentric and unexpected ally?",['none']
,,,,,,,,
Oshi no Ko,ongoing,https://media.kitsu.io/manga/poster_images/56391/large.jpg?1607346560,,,80.26,427,"Sixteen-year-old Ai Hoshino is a talented and beautiful idol who is adored by her fans. She is the personification of a pure, young maiden. But all that glitters is not gold.

Gorou Honda is a countryside gynecologist and a big fan of Ai. So when the pregnant idol shows up at his hospital, he is beyond bewildered. Gorou promises her a safe delivery. Little does he know, an encounter with a mysterious figure would result in his untimely death—or so he thought.

Opening his eyes in the lap of his beloved idol, Gorou finds that he has been reborn as Aquamarine Hoshino—Ai's newborn son! With his world turned upside down, Gorou soon learns that the world of showbiz is paved with thorns, where talent does not always beget success. Will he manage to protect Ai's smile that he loves so much with the help of an eccentric and unexpected ally?",['none']
,,,,,,,,
Kage no Jitsuryokusha ni Naritakute,tba,https://media.kitsu.io/manga/poster_images/54238/large.jpg?1547050865,,,80.26,1456,"Just like how everyone adored heroes in their childhood, a certain young man adored those powers hidden in shadows. After hiding his strength and living the mediocre life of a mob character by day while undergoing frenzied training by night, he finally reincarnates into a different world and gains ultimate power. The young man who is only playing at being a power in the shadows, his misunderstanding subordinates, and a giant organization in the shadows that gets trampled….. This is the story of a young boy who had adored powers in shadows possibly eventually reigning over the world of shadows in another world.

(Source: MU)",['none']
,,,,,,,,
Gu Daoist Master,tba,https://media.kitsu.io/manga/poster_images/54512/large.jpg?1557174619,,,80.26,346,"A story of a villain, Fang Yuan who was reborn 500 years into the past with the ChunQiu Cicada he painstakingly refined. With his profound wisdom, battle and life experiences, he seeks to overcome his foes with skill and wit! Ruthless and amoral, he has no need to hold back as he pursues his ultimate goals. In a world of cruelty where one cultivates using Gu - magical creatures of the world - Fang Yuan must rise up above all with his own power.

(Source:MU)",['none']
,,,,,,,,
Komatta Toki ni wa Hoshi ni Kike,finished,https://media.kitsu.io/manga/poster_images/5047/large.jpg?1434260176,82,26,80.25,366,"Fujishima Takara goes to high school and will start living in a dorm because he has lost all his family except for his father, who's always away for his work. Takara has to share a room with Kosaka Kyomine. Living together isn't easy, and many rows ensue. Kyomine is very introverted, while Takara is just the opposite. At first the two get on each other's nerves because of those differences. But things turn turn towards friendship and later on towards love.
(Source: B-U)","['comedy', 'shounen-ai', 'shoujo-ai', 'drama']"
,,,,,,,,
Komatta Toki ni wa Hoshi ni Kike,finished,https://media.kitsu.io/manga/poster_images/5047/large.jpg?1434260176,82,26,80.25,366,"Fujishima Takara goes to high school and will start living in a dorm because he has lost all his family except for his father, who's always away for his work. Takara has to share a room with Kosaka Kyomine. Living together isn't easy, and many rows ensue. Kyomine is very introverted, while Takara is just the opposite. At first the two get on each other's nerves because of those differences. But things turn turn towards friendship and later on towards love.
(Source: B-U)","['comedy', 'shounen-ai', 'shoujo-ai', 'drama']"
,,,,,,,,
Yellow,finished,https://media.kitsu.io/manga/poster_images/1682/large.jpg?1388359415,16,4,80.25,208,"Goh and Taki are a pair of ""drug snatchers"", often employed by an unknown third party to take drugs and many other things from the mafia, and sometimes private vendors. Goh is gay while Taki is straight, yet they form a solid partnership to carry out their dangerous work. Yet Goh makes no secret of his undying affections for Taki, no matter how Taki resists them, Goh never gives up. With this determination, will Taki forever be able to refuse Goh's feelings? or will he be forced to man up to something larger than himself?","['comedy', 'mystery', 'police', 'yaoi', 'drama', 'romance', 'action']"
,,,,,,,,
My Girl,finished,https://media.kitsu.io/manga/poster_images/13413/large.jpg?1434278781,44,5,80.24,1658,"Single 23-year-old Kazama Masamune ...has a kid? During the season of cherry blossoms, his beloved passes away. He happens to meet a little girl outside work and realizes she is his daughter who was raised in secrecy by his lover. The worst spring of his life is transformed into a painful yet vivid spring.","['slice-of-life', 'drama']"
,,,,,,,,
Hanma Baki,finished,https://media.kitsu.io/manga/poster_images/15888/large.jpg?1434284248,312,37,80.24,503,Baki trains for the the final showdown between him and his father.,"['martial-arts', 'action', 'adventure']"
,,,,,,,,
Umineko no Naku Koro ni - Episode 4: Alliance of the Golden Witch,finished,https://media.kitsu.io/manga/poster_images/2373/large.jpg?1597699356,29,6,80.24,544,"Twelve years after her loved ones were brutally murdered at the annual family meeting, Ange Ushiromiya, now eighteen, is the sole heir of the Ushiromiya family. Ostracized by her peers, Ange seeks companionship in the pages of a diary left behind by her cousin, Maria. The diary offers a precious glimpse of Maria's world--her struggles at school, her friendship with stuffed--lion Sakutarou, and her fascination with magic. It's as if the diary contains the last remnants of Ange's dear cousin...and an opportunity for Ange to discover the magic within herself... 

(Source: Yen Press)","['mystery', 'magic', 'psychological', 'demons', 'horror', 'drama']"
,,,,,,,,
Goblin Slayer Gaiden: Year One,ongoing,https://media.kitsu.io/manga/poster_images/40052/large.jpg?1525146829,,,80.24,1639,Prequel series revealing Goblin Slayer's past and the events which led him to become an adventurer with the one and only purpose of annihilating all goblins from the world.,"['fantasy', 'drama', 'action']"
,,,,,,,,
Katekyo! Special Booklets,finished,https://media.kitsu.io/manga/poster_images/12563/large.jpg?1434276869,2,1,80.23,116,Special booklets released featuring side stories with the characters from Moegi Yuu's Katekyo! series.,"['comedy', 'yaoi', 'romance']"
,,,,,,,,
Alice in Adultland,finished,https://media.kitsu.io/manga/poster_images/39084/large.jpg?1491521910,43,,80.23,600,"Experience in love zero! Engineering student Geonwoo, fell in love with the handsome Hyung at the Adult shop! Shameful! Embarrassing! But I like him so much! Will Geonwoo’s love be ok like this…!?

(Source Batoto)","['comedy', 'shounen-ai']"
,,,,,,,,
Suicide Boy,ongoing,https://media.kitsu.io/manga/poster_images/41146/large.jpg?1531027824,,,80.23,325,"Lee Hoon is a 17 year old shut-in/highschool boy who wants to commit suicide, but can't decide on the method of his death so he wants to test all the various ideas he comes up with. Hooni is current living alone suicidally depressed over the debts left by his run away abusive drunk of a Father and the hospital bills racked up due to his now deceased Mother's illness, with very little savings he's also been unable to pay his rent for months, even at school he's bullied.

(Source: MU)",['none']
,,,,,,,,
Servamp,ongoing,https://media.kitsu.io/manga/poster_images/23704/large.jpg?1436793885,,0,80.22,1398,"When a stray black cat named Kuro crosses Mahiru Shirota’s path, the high school freshman’s life will never be the same again. Kuro is, in fact, no ordinary feline, but a servamp: a servant vampire. While Mahiru’s personal philosophy is one of non-intervention, he soon becomes embroiled in an ancient, altogether surreal conflict between vampires and humans.

(Source: Seven Seas)","['comedy', 'supernatural', 'vampire', 'drama', 'action']"
,,,,,,,,
